2024-06-06 18:27:03,174: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-06-06 18:27:03,674: root: INFO: Current backtesting datetime 2023-01-03 08:30:00-05:00
2024-06-06 18:27:03,675: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-06-06 18:27:03,676: root: INFO: Current backtesting datetime 2023-01-03 09:30:00-05:00
2024-06-06 18:27:03,676: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-06-06 18:27:03,676: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-06 18:27:03[0m
2024-06-06 18:27:03,676: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:04,093: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:05,308: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-06 18:27:05[0m
2024-06-06 18:27:05,309: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-06 18:27:05,310: root: INFO: Current backtesting datetime 2023-01-03 16:00:00-05:00
2024-06-06 18:27:05,310: root: INFO: Current backtesting datetime 2023-01-04 09:30:00-05:00
2024-06-06 18:27:05,310: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-06 18:27:05[0m
2024-06-06 18:27:05,310: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:05,311: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:05,558: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-06 18:27:05[0m
2024-06-06 18:27:05,559: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-06 18:27:05,560: root: INFO: Current backtesting datetime 2023-01-04 16:00:00-05:00
2024-06-06 18:27:05,560: root: INFO: Current backtesting datetime 2023-01-05 09:30:00-05:00
2024-06-06 18:27:05,560: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-06 18:27:05[0m
2024-06-06 18:27:05,560: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:05,561: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-06 18:27:05,799: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-06 18:27:05[0m
2024-06-06 18:27:05,800: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-06 18:27:05,800: root: INFO: Current backtesting datetime 2023-01-05 16:00:00-05:00
