time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-19 09:30:00-05:00,MLTrader,9730de084308458db89f2bbaef33a3b1,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,9730de084308458db89f2bbaef33a3b1,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,10.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,46c325d3a56b4f19ac6b98f23914ba01,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,f0698f2d4f454a788d893c1efdc030b1,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,10.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,2a4ca73ca44e4ccab17b3de5d98e4189,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,2a4ca73ca44e4ccab17b3de5d98e4189,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,10.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,efce291c4893433194ac82255ff81ebd,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,ae0a4d174a30495db8b61f3ac535179b,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,e890f5a591fe4c6a8c4d3269997ef2c5,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,594c664da83747188125068068fcadde,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,e890f5a591fe4c6a8c4d3269997ef2c5,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,10.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,594c664da83747188125068068fcadde,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,10.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,81667ff2947949c4b5ca4a6cad9a12e6,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,1529d3b9dc944ce799e8b848e0bc550b,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,e3328168f01c4185937cd7da78c7dc46,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,588abc1b92dc42b1950923675fd56e86,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,e3328168f01c4185937cd7da78c7dc46,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,10.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,588abc1b92dc42b1950923675fd56e86,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,10.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,3f0fe50d0c054254ba3e87e3c8a9eb82,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,3f0fe50d0c054254ba3e87e3c8a9eb82,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,10.0,0.0
2023-07-26 09:30:00-04:00,MLTrader,ea0e720665ec4498acc832a30c0cf0d9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,MLTrader,bfb5a8c672f147e293557cac55d76bb9,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,10.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,1b539fa7a59f4e7684b1f1620f1540c5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,1b539fa7a59f4e7684b1f1620f1540c5,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,10.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,5c54b0aceffc468eb1c81ebe5125cb1a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,5c54b0aceffc468eb1c81ebe5125cb1a,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,10.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,e30fcb1948e94bd9b0fc9ace5a06a473,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,e30fcb1948e94bd9b0fc9ace5a06a473,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,10.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,c4e80f757911420bb94e92252fb1da67,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,c4e80f757911420bb94e92252fb1da67,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,10.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,0e859faf31fc42f8b6031a8d6fdaa6eb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,0e859faf31fc42f8b6031a8d6fdaa6eb,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,10.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,76ea949fe63a45e18901d93305501adb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,76ea949fe63a45e18901d93305501adb,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,10.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,5c1de9e44e3647c89b5adb9757b77093,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,5e8d76e74601457897233933f4efb6dc,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,0e52a270e87e464880f62e20e6fbb245,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,93b55b45faf84165b1d71d810d1055f9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d010402c169c4f7ca9ec67436e5bb603,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f9c96d311f17438cac56f3fe6d4f2c3e,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,96965e9b922248dc85d0fb2da60bb849,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4639de35e60245259e0e4d93286336c4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,55a76b04ee77498fb0de62b1955197e2,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f84dc6bd60f34d0a98b2b663447e06d9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,e2ec65423e5a4f04ab558e2f6a4aabf4,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,fa54159476f64244a547798dbcf62388,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,92d22009092e424ba06df37bdb909944,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,aa875f4ecaee4304aa3631d3bf059f1f,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,5f9fa30f03e94fc9a7410362b17ef46e,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,358e4a969f7d4fd096c1b24cdce57bf9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,5f9fa30f03e94fc9a7410362b17ef46e,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,70.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,358e4a969f7d4fd096c1b24cdce57bf9,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,10.0,0.0
2023-11-22 09:30:00-05:00,MLTrader,2eb462dc89144514a09a65f8f0b1805e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-22 09:30:00-05:00,MLTrader,2eb462dc89144514a09a65f8f0b1805e,SPY,buy,market,fill,1,gtc,0.0,1,stock,454.9800109863281,10.0,0.0
2023-11-27 09:30:00-05:00,MLTrader,9b284a33cef84072b4690c7cde5ab2b7,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,954e71753ba744a5939e0c915297bd38,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,8121c1dfef8e4505b688156a23942856,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,7b56f882ab584305a95708e8ebb6dd62,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-11-27 09:30:00-05:00,MLTrader,3c0eff2ceeaa402481e969bce6498c20,SPY,sell,market,new,1,day,0.0,1,stock,,,
