datetime,portfolio_value,cash,return
2023-05-01 09:30:00-04:00,100000.0,100000.0,
2023-05-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-04 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-06 09:30:00-04:00,100000.0,50073.841247558594,0.0
2023-05-08 09:30:00-04:00,100438.0,50073.841247558594,0.0043800000000000505
2023-05-09 09:30:00-04:00,100604.44213867188,50073.841247558594,0.0016571630127231174
2023-05-10 09:30:00-04:00,100595.68249511719,50073.841247558594,-8.707014688891235e-05
2023-05-11 09:30:00-04:00,100838.04302978516,50073.841247558594,0.0024092538432722854
2023-05-12 09:30:00-04:00,100770.87982177734,50073.841247558594,-0.0006660502920309286
2023-05-13 09:30:00-04:00,100770.87982177734,50073.841247558594,0.0
2023-05-15 09:30:00-04:00,100706.64231689453,50143.921247558595,-0.000637460990679295
2023-05-16 09:30:00-04:00,100365.0028515625,50143.921247558595,-0.0033924223613472915
2023-05-17 09:30:00-04:00,100283.24320800781,50143.921247558595,-0.0008146230382278796
2023-05-18 09:30:00-04:00,100659.9212475586,50143.921247558595,0.0037561413801652233
2023-05-19 09:30:00-04:00,101649.80106933594,50143.921247558595,0.009833902207641021
2023-05-20 09:30:00-04:00,101649.80106933594,50143.921247558595,0.0
2023-05-22 09:30:00-04:00,100946.08,50143.921247558595,-0.00692299504704319
2023-05-23 09:30:00-04:00,100697.88267333985,50143.921247558595,-0.002458711885198084
2023-05-24 09:30:00-04:00,100102.20017822266,50143.921247558595,-0.005915541412618963
2023-05-25 09:30:00-04:00,100487.64231689453,50143.921247558595,0.003850486182977342
2023-05-26 09:30:00-04:00,100753.36338623047,50143.921247558595,0.0026443158900868458
2023-05-27 09:30:00-04:00,100753.36338623047,50143.921247558595,0.0
2023-05-30 09:30:00-04:00,101816.24320800781,50143.921247558595,0.010549323477201167
2023-05-31 09:30:00-04:00,101924.28178222656,50143.921247558595,0.001061113343163056
2023-06-01 09:30:00-04:00,102032.32035644531,50143.921247558595,0.0010599885751423344
2023-06-02 09:30:00-04:00,103004.68089111328,50143.921247558595,0.009529926706273839
2023-06-03 09:30:00-04:00,103004.68089111328,50143.921247558595,0.0
2023-06-05 09:30:00-04:00,103471.88267333985,50143.921247558595,0.004535733504387407
2023-06-06 09:30:00-04:00,102695.16160400391,50143.921247558595,-0.007506590672444191
2023-06-07 09:30:00-04:00,102248.40196044922,50143.921247558595,-0.004350347539034072
2023-06-08 09:30:00-04:00,102090.71946533203,50143.921247558595,-0.0015421511935040932
2023-06-09 09:30:00-04:00,103141.9212475586,50143.921247558595,0.01029674183639706
2023-06-10 09:30:00-04:00,103141.9212475586,50143.921247558595,0.0
2023-06-12 09:30:00-04:00,103074.76249511719,50143.921247558595,-0.0006511295468329958
2023-06-13 09:30:00-04:00,103521.52213867188,50143.921247558595,0.004334326199159078
2023-06-14 09:30:00-04:00,103687.95982177735,50143.921247558595,0.0016077592337033764
2023-06-15 09:30:00-04:00,103860.24320800781,50143.921247558595,0.0016615563323514326
2023-06-16 09:30:00-04:00,104669.08,50143.921247558595,0.007787742133169129
2023-06-17 09:30:00-04:00,104669.08,50143.921247558595,0.0
2023-06-20 09:30:00-04:00,103991.64231689453,50143.921247558595,-0.006472185320683721
2023-06-21 09:30:00-04:00,104134.71946533203,50143.921247558595,0.0013758523786122634
2023-06-22 09:30:00-04:00,103796.0028515625,50143.921247558595,-0.003252677065906817
2023-06-23 09:30:00-04:00,104324.52213867188,50143.921247558595,0.005091904048224238
2023-06-24 09:30:00-04:00,104324.52213867188,50143.921247558595,0.0
2023-06-26 09:30:00-04:00,104698.28178222656,50143.921247558595,0.0035826633651661055
2023-06-27 09:30:00-04:00,104423.80106933594,50143.921247558595,-0.002621635314527415
2023-06-28 09:30:00-04:00,105019.47910888672,50143.921247558595,0.0057044278550564265
2023-06-29 09:30:00-04:00,105355.28178222656,50143.921247558595,0.0031975275081270738
2023-06-30 09:30:00-04:00,106099.88267333985,50143.921247558595,0.007067523132370246
2023-07-01 09:30:00-04:00,106099.88267333985,50143.921247558595,0.0
2023-07-03 09:30:00-04:00,106727.68089111328,50143.921247558595,0.005917049123478346
2023-07-04 09:30:00-04:00,106727.68089111328,50143.921247558595,0.0
2023-07-05 09:30:00-04:00,106082.36338623047,50143.921247558595,-0.006046393020955665
2023-07-06 09:30:00-04:00,105577.20017822266,50143.921247558595,-0.004761990512679115
2023-07-07 09:30:00-04:00,106035.64231689453,50143.921247558595,0.004342245654345822
2023-07-08 09:30:00-04:00,106035.64231689453,50143.921247558595,0.0
2023-07-10 09:30:00-04:00,105407.83964355469,50143.921247558595,-0.005920675912572948
2023-07-11 09:30:00-04:00,105378.64231689453,50143.921247558595,-0.0002769938816590267
2023-07-12 09:30:00-04:00,105530.47910888672,50143.921247558595,0.0014408687439300127
2023-07-13 09:30:00-04:00,105769.9212475586,50143.921247558595,0.002268938231814621
2023-07-14 09:30:00-04:00,105691.08,50143.921247558595,-0.0007454032926247356
2023-07-15 09:30:00-04:00,105691.08,50143.921247558595,0.0
2023-07-17 09:30:00-04:00,106178.71946533203,50143.921247558595,0.004613818548661275
2023-07-18 09:30:00-04:00,106602.12302978516,50143.921247558595,0.003987649941393112
2023-07-19 09:30:00-04:00,106529.12302978516,50143.921247558595,-0.0006847893637127456
2023-07-20 09:30:00-04:00,107110.20017822266,50143.921247558595,0.005454631859449721
2023-07-21 09:30:00-04:00,106821.12302978516,50143.921247558595,-0.002698875998331629
2023-07-22 09:30:00-04:00,106821.12302978516,50143.921247558595,0.0
2023-07-24 09:30:00-04:00,106619.64231689453,50143.921247558595,-0.0018861504838743048
2023-07-25 09:30:00-04:00,106596.28178222656,50143.921247558595,-0.0002191016041728222
2023-07-26 09:30:00-04:00,106695.56071289063,50143.921247558595,0.0009313545369893372
2023-07-27 09:30:00-04:00,107381.76249511719,50143.921247558595,0.006431399560034912
2023-07-28 09:30:00-04:00,106987.56071289063,50143.921247558595,-0.003671031030473948
2023-07-29 09:30:00-04:00,106987.56071289063,50143.921247558595,0.0
2023-07-31 09:30:00-04:00,107393.44053466797,50143.921247558595,0.003793710400282535
2023-08-01 09:30:00-04:00,107446.0028515625,50143.921247558595,0.0004894369398433795
2023-08-02 09:30:00-04:00,107095.59928710938,50143.921247558595,-0.0032612061421886107
2023-08-03 09:30:00-04:00,106082.36338623047,50143.921247558595,-0.009461041421156335
2023-08-04 09:30:00-04:00,104315.76249511719,50143.921247558595,-0.01665310646107443
2023-08-05 09:30:00-04:00,104315.76249511719,50143.921247558595,0.0
2023-08-07 09:30:00-04:00,103325.88267333985,50143.921247558595,-0.009489264115992824
2023-08-08 09:30:00-04:00,102613.40196044922,50143.921247558595,-0.0068954718261938774
2023-08-09 09:30:00-04:00,102957.95982177735,50143.921247558595,0.0033578251451105157
2023-08-10 09:30:00-04:00,102552.08,50143.921247558595,-0.003942189826604325
2023-08-11 09:30:00-04:00,101921.36338623047,50143.921247558595,-0.00615020791162435
2023-08-12 09:30:00-04:00,101921.36338623047,50143.921247558595,0.0
2023-08-14 09:30:00-04:00,102181.24160400391,50214.0012475586,0.0025497914189847037
2023-08-15 09:30:00-04:00,102446.96267333985,50214.0012475586,0.002600487772165927
2023-08-16 09:30:00-04:00,101935.96267333985,50214.0012475586,-0.00498794680355108
2023-08-17 09:30:00-04:00,101938.88106933594,50214.0012475586,2.862969966188622e-05
2023-08-18 09:30:00-04:00,100525.60213867188,50214.0012475586,-0.013863983161663262
2023-08-19 09:30:00-04:00,100525.60213867188,50214.0012475586,0.0
2023-08-21 09:30:00-04:00,101334.44338623047,50214.0012475586,0.008046121886868374
2023-08-22 09:30:00-04:00,101915.52053466797,50214.0012475586,0.005734251149165148
2023-08-23 09:30:00-04:00,102341.84249511719,50214.0012475586,0.004183091625423296
2023-08-24 09:30:00-04:00,102969.64071289063,50214.0012475586,0.006134325926400841
2023-08-25 09:30:00-04:00,102008.96267333985,50214.0012475586,-0.009329721196458585
2023-08-26 09:30:00-04:00,102008.96267333985,50214.0012475586,0.0
2023-08-28 09:30:00-04:00,102800.28017822266,50214.0012475586,0.007757333121961363
2023-08-29 09:30:00-04:00,102686.40035644532,50214.0012475586,-0.001107777348270944
2023-08-30 09:30:00-04:00,104216.48196044922,50214.0012475586,0.01490052819743104
2023-08-31 09:30:00-04:00,105063.28017822266,50214.0012475586,0.008125377117362387
2023-09-01 09:30:00-04:00,105545.0828515625,50214.0012475586,0.004585833152387142
2023-09-02 09:30:00-04:00,105545.0828515625,50214.0012475586,0.0
2023-09-05 09:30:00-04:00,105191.76089111328,50214.0012475586,-0.0033475928096634577
2023-09-06 09:30:00-04:00,105226.79946533203,50214.0012475586,0.0003330923821591725
2023-09-07 09:30:00-04:00,101366.55910888672,50214.0012475586,-0.03668495455586962
2023-09-08 09:30:00-04:00,102292.20302978516,50214.0012475586,0.009131649816623622
2023-09-09 09:30:00-04:00,102292.20302978516,50214.0012475586,0.0
2023-09-11 09:30:00-04:00,102794.44338623047,50214.0012475586,0.004909859613631218
2023-09-12 09:30:00-04:00,102625.0828515625,50214.0012475586,-0.001647565073450763
2023-09-13 09:30:00-04:00,101754.91964355469,50214.0012475586,-0.008479049992743182
2023-09-14 09:30:00-04:00,101022.0012475586,50214.0012475586,-0.007202780942321962
2023-09-15 09:30:00-04:00,101746.16,50214.0012475586,0.007168327131699126
2023-09-16 09:30:00-04:00,101746.16,50214.0012475586,0.0
2023-09-18 09:30:00-04:00,101746.16,50214.0012475586,0.0
2023-09-19 09:30:00-04:00,102049.84249511719,50214.0012475586,0.0029847071881354825
2023-09-20 09:30:00-04:00,102557.91964355469,50214.0012475586,0.00497871565516439
2023-09-21 09:30:00-04:00,101182.60213867188,50214.0012475586,-0.013410154083300485
2023-09-22 09:30:00-04:00,101217.64071289063,50214.0012475586,0.00034629050328960354
2023-09-23 09:30:00-04:00,101217.64071289063,50214.0012475586,0.0
2023-09-25 09:30:00-04:00,101080.40035644532,50214.0012475586,-0.0013558936513310416
2023-09-26 09:30:00-04:00,101261.44338623047,50214.0012475586,0.0017910794688855702
2023-09-27 09:30:00-04:00,100619.03982177735,50214.0012475586,-0.006344009555570684
2023-09-28 09:30:00-04:00,99661.28017822266,50214.0012475586,-0.009518672064960376
2023-09-29 09:30:00-04:00,100443.84249511719,50214.0012475586,0.007852220195196047
2023-09-30 09:30:00-04:00,100443.84249511719,50214.0012475586,0.0
2023-10-02 09:30:00-04:00,100210.24160400391,50214.0012475586,-0.0023256865260270487
2023-10-03 09:30:00-04:00,100513.91964355469,50214.0012475586,0.003030409214567209
2023-10-04 09:30:00-04:00,100172.28017822266,50214.0012475586,-0.003398926900309518
2023-10-05 09:30:00-04:00,100960.67928710938,50214.0012475586,0.00787043189477199
2023-10-06 09:30:00-04:00,100963.60213867188,50214.0012475586,2.8950395174920374e-05
2023-10-07 09:30:00-04:00,100963.60213867188,50214.0012475586,0.0
2023-10-09 09:30:00-04:00,101842.52053466797,50214.0012475586,0.008705299507726583
2023-10-10 09:30:00-04:00,102219.20302978516,50214.0012475586,0.003698676084798569
2023-10-11 09:30:00-04:00,102248.40035644532,50214.0012475586,0.0002856344580544068
2023-10-12 09:30:00-04:00,102794.44338623047,50214.0012475586,0.005340357676810736
2023-10-13 09:30:00-04:00,103188.64071289063,50214.0012475586,0.003834811626724166
2023-10-14 09:30:00-04:00,103188.64071289063,50214.0012475586,0.0
2023-10-16 09:30:00-04:00,101825.0012475586,50214.0012475586,-0.013215015295396593
2023-10-17 09:30:00-04:00,101795.79946533203,50214.0012475586,-0.0002867840104963104
2023-10-18 09:30:00-04:00,101483.36178222657,50214.0012475586,-0.0030692590926787444
2023-10-19 09:30:00-04:00,101617.67928710938,50214.0012475586,0.0013235421306898587
2023-10-20 09:30:00-04:00,101404.52053466797,50214.0012475586,-0.0020976542067955295
2023-10-21 09:30:00-04:00,101404.52053466797,50214.0012475586,0.0
2023-10-23 09:30:00-04:00,100119.72231689453,50214.0012475586,-0.01267002901842229
