datetime,portfolio_value,cash,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,
2024-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-19 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-20 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-26 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-02 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-05 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-06 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-07 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-08 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-09 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-10 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-12 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-13 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-14 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-15 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-16 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-17 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-20 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-21 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-22 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-23 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-24 09:30:00-05:00,100000.0,91920.99975585938,0.0
2024-02-26 09:30:00-05:00,99890.99975585938,91920.99975585938,-0.0010900024414062237
2024-02-27 09:30:00-05:00,99859.09973144531,91920.99975585938,-0.00031934833460500744
2024-02-28 09:30:00-05:00,99682.99987792969,91920.99975585938,-0.0017634832878447027
2024-02-29 09:30:00-05:00,99830.39978027344,91920.99975585938,0.001478686461324985
2024-03-01 09:30:00-05:00,99920.99975585938,91920.99975585938,0.0009075389439023862
2024-03-02 09:30:00-05:00,99920.99975585938,91920.99975585938,0.0
2024-03-04 09:30:00-05:00,100333.99963378906,91920.99975585938,0.00413326406800163
2024-03-05 09:30:00-05:00,100447.99987792969,91920.99975585938,0.0011362075124754512
2024-03-06 09:30:00-05:00,100723.19946289062,91920.99975585938,0.0027397218988469696
2024-03-07 09:30:00-05:00,100936.79992675781,91920.99975585938,0.002120667979236268
2024-03-08 09:30:00-05:00,101434.7998046875,91920.99975585938,0.004933779139927541
2024-03-09 09:30:00-05:00,101615.80004882812,101615.80004882812,0.001784399875478071
2024-03-11 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-12 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-13 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-14 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-15 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-16 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-18 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-19 09:30:00-04:00,101615.80004882812,101615.80004882812,0.0
2024-03-20 09:30:00-04:00,101866.10034179688,92636.10034179688,0.0024632025024502457
2024-03-21 09:30:00-04:00,101750.20007324219,92636.10034179688,-0.0011377707418444016
2024-03-22 09:30:00-04:00,101750.20007324219,92636.10034179688,0.0
2024-03-23 09:30:00-04:00,101750.20007324219,92636.10034179688,0.0
2024-03-25 09:30:00-04:00,102221.20043945312,92636.10034179688,0.004628987126038986
2024-03-26 09:30:00-04:00,101947.30029296875,92636.10034179688,-0.002679484738066784
2024-03-27 09:30:00-04:00,101636.10034179688,92636.10034179688,-0.0030525570591626305
2024-03-28 09:30:00-04:00,101636.10034179688,92636.10034179688,0.0
2024-03-29 09:30:00-04:00,101636.10034179688,92636.10034179688,0.0
2024-04-01 09:30:00-04:00,101480.90014648438,92636.10034179688,-0.0015270183998654652
2024-04-02 09:30:00-04:00,101484.50061035156,92636.10034179688,3.547922675095627e-05
2024-04-03 09:30:00-04:00,101676.70031738281,92636.10034179688,0.0018938823748977374
2024-04-04 09:30:00-04:00,101322.70007324219,92636.10034179688,-0.0034816260070952287
2024-04-05 09:30:00-04:00,101322.70007324219,92636.10034179688,0.0
2024-04-06 09:30:00-04:00,101322.70007324219,92636.10034179688,0.0
2024-04-08 09:30:00-04:00,101166.81506347656,101166.81506347656,-0.001538500352368688
2024-04-09 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-10 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-11 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-12 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-13 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-15 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-16 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-17 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-18 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-19 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-20 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-22 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-23 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-24 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-25 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-26 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-27 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-29 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-04-30 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-01 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-02 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-03 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-04 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-06 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-07 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-08 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-09 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-10 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-11 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-13 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-14 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-15 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-16 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-17 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-18 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-20 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-21 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-22 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-23 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-24 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-25 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-28 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-29 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
2024-05-30 09:30:00-04:00,101166.81506347656,101166.81506347656,0.0
